"id","name_zh","name_en","expansion","type","lvl","boss_count","mech_count","avg_mech_chars","bilingual_pct","desc_bilingual_pct","role_tips","mnemonic_count","grade"
"drowned_city_of_skalla","斯卡拉沉沒之城","The Drowned City of Skalla","4.x 紅蓮之狂潮 (Stormblood)","dungeon","69","3","10","11.4","100","100","4","3","shallow"
"dun_scaith","聖闇的反逆者敦斯凱","Dun Scaith","3.x 蒼穹的禁城 (Heavensward)","alliance","60","5","40","88.4","82.5","0","6","5","fair"
"dusk_vigil","黎明哨塔","The Dusk Vigil","3.x 蒼穹的禁城 (Heavensward)","dungeon","51","3","15","28.7","100","100","9","3","fair"
"dying_gasp","垂死掙扎","The Dying Gasp","5.x 漆黑的反叛者 (Shadowbringers)","trial","80","1","5","12.4","100","100","3","4","shallow"
"dzemael_darkhold","德澤梅亞迷洞","Dzemael Darkhold","2.x 重生之境 (A Realm Reborn)","dungeon","44","3","12","13","100","100","5","3","shallow"
"edens_gate_descent","希望樂土的伊甸 共鳴2","Eden's Gate: Descent","5.x 漆黑的反叛者 (Shadowbringers)","raid","80","1","6","42.2","100","100","1","5","good"
"edens_gate_descent_savage","希望樂土的伊甸 共鳴零式2","Eden's Gate: Descent (Savage)","5.x 漆黑的反叛者 (Shadowbringers)","raid","80","1","12","36.3","100","100","4","8","good"
"edens_gate_inundation","希望樂土的伊甸 共鳴3","Eden's Gate: Inundation","5.x 漆黑的反叛者 (Shadowbringers)","raid","80","1","6","29.3","100","100","2","5","fair"
"edens_gate_inundation_savage","希望樂土的伊甸 共鳴零式3","Eden's Gate: Inundation (Savage)","5.x 漆黑的反叛者 (Shadowbringers)","raid","80","1","11","49.5","100","100","5","8","excellent"
"edens_gate_resurrection","希望樂土的伊甸 共鳴1","Eden's Gate: Resurrection","5.x 漆黑的反叛者 (Shadowbringers)","raid","80","1","6","44.8","100","100","2","5","good"
"edens_gate_resurrection_savage","希望樂土的伊甸 共鳴零式1","Eden's Gate: Resurrection (Savage)","5.x 漆黑的反叛者 (Shadowbringers)","raid","80","1","15","43.7","100","100","9","9","excellent"
"edens_gate_sepulture","希望樂土的伊甸 共鳴4","Eden's Gate: Sepulture","5.x 漆黑的反叛者 (Shadowbringers)","raid","80","1","7","35","100","100","3","6","good"
"edens_gate_sepulture_savage","希望樂土的伊甸 共鳴零式4","Eden's Gate: Sepulture (Savage)","5.x 漆黑的反叛者 (Shadowbringers)","raid","80","1","15","51.4","100","100","6","8","excellent"
"edens_promise_anamorphosis","希望樂土的伊甸 再生3","Eden's Promise: Anamorphosis","5.x 漆黑的反叛者 (Shadowbringers)","raid","80","1","5","36.6","100","100","2","5","fair"
"edens_promise_anamorphosis_savage","希望樂土的伊甸 再生零式3","Eden's Promise: Anamorphosis (Savage)","5.x 漆黑的反叛者 (Shadowbringers)","raid","80","1","10","56","100","100","3","9","excellent"
"edens_promise_eternity","希望樂土的伊甸 再生4","Eden's Promise: Eternity","5.x 漆黑的反叛者 (Shadowbringers)","raid","80","2","8","49.5","100","100","3","8","excellent"
"edens_promise_eternity_savage","希望樂土的伊甸 再生零式4","Eden's Promise: Eternity (Savage)","5.x 漆黑的反叛者 (Shadowbringers)","raid","80","2","22","51.5","100","100","9","14","excellent"
"edens_promise_litany","希望樂土的伊甸 再生2","Eden's Promise: Litany","5.x 漆黑的反叛者 (Shadowbringers)","raid","80","1","6","29.2","100","100","2","5","fair"
"edens_promise_litany_savage","希望樂土的伊甸 再生零式2","Eden's Promise: Litany (Savage)","5.x 漆黑的反叛者 (Shadowbringers)","raid","80","1","14","42.7","92.9","100","3","10","excellent"
"edens_promise_umbra","希望樂土的伊甸 再生1","Eden's Promise: Umbra","5.x 漆黑的反叛者 (Shadowbringers)","raid","80","1","6","30.2","100","100","4","5","good"
"edens_promise_umbra_savage","希望樂土的伊甸 再生零式1","Eden's Promise: Umbra (Savage)","5.x 漆黑的反叛者 (Shadowbringers)","raid","80","1","12","41.4","100","100","5","8","excellent"
"edens_verse_fulmination","希望樂土的伊甸 變律1","Eden's Verse: Fulmination","5.x 漆黑的反叛者 (Shadowbringers)","raid","80","1","6","39.3","83.3","100","2","5","good"
"edens_verse_fulmination_savage","希望樂土的伊甸 變律零式1","Eden's Verse: Fulmination (Savage)","5.x 漆黑的反叛者 (Shadowbringers)","raid","80","1","10","49.7","100","100","6","8","excellent"
"edens_verse_furor","希望樂土的伊甸 變律2","Eden's Verse: Furor","5.x 漆黑的反叛者 (Shadowbringers)","raid","80","3","8","28.2","100","100","3","6","fair"
"edens_verse_furor_savage","希望樂土的伊甸 變律零式2","Eden's Verse: Furor (Savage)","5.x 漆黑的反叛者 (Shadowbringers)","raid","80","3","14","41.9","100","100","4","8","excellent"
"edens_verse_iconoclasm","希望樂土的伊甸 變律3","Eden's Verse: Iconoclasm","5.x 漆黑的反叛者 (Shadowbringers)","raid","80","1","6","27.2","83.3","100","3","6","fair"
"edens_verse_iconoclasm_savage","希望樂土的伊甸 變律零式3","Eden's Verse: Iconoclasm (Savage)","5.x 漆黑的反叛者 (Shadowbringers)","raid","80","1","16","44.5","100","100","7","8","excellent"
"edens_verse_refulgence","希望樂土的伊甸 變律4","Eden's Verse: Refulgence","5.x 漆黑的反叛者 (Shadowbringers)","raid","80","1","5","57.6","100","100","3","5","fair"
"edens_verse_refulgence_savage","希望樂土的伊甸 變律零式4","Eden's Verse: Refulgence (Savage)","5.x 漆黑的反叛者 (Shadowbringers)","raid","80","1","13","64.1","100","100","6","9","excellent"
"emanation","輝光放射","Emanation","4.x 紅蓮之狂潮 (Stormblood)","trial","64","1","5","12.6","100","80","2","4","shallow"
"emanation_extreme","輝光放射 (極)","Emanation (Extreme)","4.x 紅蓮之狂潮 (Stormblood)","trial","70","1","6","14.8","83.3","100","3","4","shallow"
"epic_of_alexander_ultimate","亞歷山大絕境戰","The Epic of Alexander (Ultimate)","5.x 漆黑的反叛者 (Shadowbringers)","ultimate","80","4","23","44.7","95.7","100","8","5","excellent"
"euphrosyne","歡愉","Euphrosyne","6.x 曉月之終途 (Endwalker)","raid","90","3","10","14.5","90","100","5","3","shallow"
"everkeep","佐拉加殲滅戰","Everkeep","7.x 黃金的遺產 (Dawntrail)","trial","100","1","18","28.1","100","100","7","6","fair"
"everkeep_extreme","佐拉加殲殛戰","Everkeep (Extreme)","7.x 黃金的遺產 (Dawntrail)","trial","100","1","21","46.6","95.2","100","7","7","excellent"
"fell_court_of_troia","特洛伊亞秘庭","The Fell Court of Troia","6.x 曉月之終途 (Endwalker)","dungeon","92","3","9","19.8","100","100","3","3","shallow"
"final_coil_of_bahamut_-_turn_1","巴哈姆特真源 第 1 層","The Final Coil of Bahamut - Turn 1","2.x 重生之境 (A Realm Reborn)","raid","50","1","5","9.6","100","100","3","5","shallow"
"final_coil_of_bahamut_-_turn_2","巴哈姆特大迷宮 真源之章2","The Final Coil of Bahamut - Turn 2","2.x 重生之境 (A Realm Reborn)","raid","50","1","8","39.2","100","0","1","3","fair"
"final_coil_of_bahamut_-_turn_3","巴哈姆特大迷宮 真源之章3","The Final Coil of Bahamut - Turn 3","2.x 重生之境 (A Realm Reborn)","raid","50","1","8","34","62.5","0","0","3","fair"
"final_coil_of_bahamut_-_turn_4","巴哈姆特大迷宮 真源之章4","The Final Coil of Bahamut - Turn 4","2.x 重生之境 (A Realm Reborn)","raid","50","1","13","150.8","100","0","2","3","fair"
"final_day","終末之歌","The Final Day","6.x 曉月之終途 (Endwalker)","trial","90","1","6","19.8","100","83.3","3","5","shallow"
"final_steps_of_faith","信念終途","The Final Steps of Faith","3.x 蒼穹的禁城 (Heavensward)","trial","60","1","6","18.3","100","100","2","5","shallow"
"fractal_continuum","次元邊境遺跡","The Fractal Continuum","3.x 蒼穹的禁城 (Heavensward)","dungeon","60","4","9","49","66.7","22.2","3","4","fair"
"fractal_continuum_hard","次元邊境遺跡（零式）","The Fractal Continuum (Hard)","4.x 紅蓮之狂潮 (Stormblood)","dungeon","70","3","17","35.6","100","100","5","3","good"
"futures_rewritten_ultimate","光暗未來絕境戰","Futures Rewritten (Ultimate)","7.x 黃金的遺產 (Dawntrail)","ultimate","100","6","43","38.2","97.7","100","16","7","good"
"ghimlyt_dark","基姆利特暗黑地","The Ghimlyt Dark","4.x 紅蓮之狂潮 (Stormblood)","dungeon","70","3","21","32.7","90.5","95.2","7","3","good"
"gilded_araya","鍍金之朝","The Gilded Araya","6.x 曉月之終途 (Endwalker)","trial","90","1","12","83.8","100","0","3","3","fair"
"gilded_araya_2","鍍金之朝 (重置)","The Gilded Araya","6.x 曉月之終途 (Endwalker)","trial","90","1","12","83.8","100","0","3","3","fair"
"grand_cosmos","宏偉宇宙","The Grand Cosmos","5.x 漆黑的反叛者 (Shadowbringers)","dungeon","80","3","10","14.1","100","100","3","3","shallow"
"great_gubal_library","古巴爾大圖書館","The Great Gubal Library","3.x 蒼穹的禁城 (Heavensward)","dungeon","59","3","14","34","100","100","3","3","good"
"great_gubal_library_hard","古巴爾大圖書館 (困難)","The Great Gubal Library (Hard)","3.x 蒼穹的禁城 (Heavensward)","dungeon","60","3","15","64.9","80","13.3","5","3","fair"
"great_hunt","大狩獵","The Great Hunt","4.x 紅蓮之狂潮 (Stormblood)","trial","70","1","5","14.8","100","100","0","4","shallow"
"great_hunt_extreme","大狩獵 (極)","The Great Hunt (Extreme)","4.x 紅蓮之狂潮 (Stormblood)","trial","70","1","5","11","100","100","1","3","shallow"
"halatali","哈利塔利","Halatali","2.x 重生之境 (A Realm Reborn)","dungeon","24","4","13","52.6","84.6","15.4","5","4","fair"
"halatali_hard","哈拉塔利（零式）","Halatali (Hard)","2.x 重生之境 (A Realm Reborn)","dungeon","50","3","12","45.8","83.3","100","2","3","good"
"haukke_manor","豪克的洋館","Haukke Manor","2.x 重生之境 (A Realm Reborn)","dungeon","31","3","8","13.5","100","100","4","3","shallow"
"haukke_manor_hard","豪克的洋館 (高難度)","Haukke Manor (Hard)","3.x 蒼穹的禁城 (Heavensward)","dungeon","50","3","10","11.4","100","100","5","3","shallow"
"hells_kier","地獄魔境","Hells' Kier","4.x 紅蓮之狂潮 (Stormblood)","trial","70","1","5","13.6","100","100","3","4","shallow"
"hells_kier_extreme","地獄魔境 (極)","Hells' Kier (Extreme)","4.x 紅蓮之狂潮 (Stormblood)","trial","70","1","6","14.8","100","100","4","5","shallow"
"hells_lid","地獄之蓋","Hells' Lid","4.x 紅蓮之狂潮 (Stormblood)","dungeon","69","3","10","14.5","100","90","3","3","shallow"
"hell_on_rails","地獄列車","Hell on Rails","7.x 黃金的遺產 (Dawntrail)","dungeon","100","1","7","17.4","100","100","4","5","shallow"
"hell_on_rails_extreme","地獄列車 (極)","Hell on Rails (Extreme)","7.x 黃金的遺產 (Dawntrail)","trial","100","1","5","16.2","100","100","3","4","shallow"
"heroes_gauntlet","英雄之路","The Heroes' Gauntlet","5.x 漆黑的反叛者 (Shadowbringers)","dungeon","81","3","9","16.8","100","100","5","3","shallow"
"holminster_switch","霍爾敏斯特轉乘站","Holminster Switch","5.x 漆黑的反叛者 (Shadowbringers)","dungeon","71","3","10","20","100","100","5","3","fair"
"howling_eye","咆嘯之眼 (Garuda 討伐)","The Howling Eye","2.x 重生之境 (A Realm Reborn)","trial","46","1","10","29.1","100","100","5","4","fair"
"howling_eye_extreme","風颶之眼 (極)","The Howling Eye (Extreme)","2.x 重生之境 (A Realm Reborn)","trial","50","1","8","15.8","100","100","4","5","shallow"
"howling_eye_hard","咆嘯之眼 (Garuda 殲滅戰)","The Howling Eye (Hard)","2.x 重生之境 (A Realm Reborn)","trial","50","1","9","37.7","100","100","7","4","good"
"hullbreaker_isle","破船島","Hullbreaker Isle","2.x 重生之境 (A Realm Reborn)","dungeon","50","3","16","25.6","100","100","2","3","fair"
"hullbreaker_isle_hard","破船島 (困難)","Hullbreaker Isle (Hard)","3.x 蒼穹的禁城 (Heavensward)","dungeon","60","5","18","57.8","88.9","33.3","9","5","fair"
"ihuykatumu","伊烏伊卡圖姆","Ihuykatumu","7.x 黃金的遺產 (Dawntrail)","dungeon","92","3","16","42.1","100","100","6","3","excellent"
"interphos","永恆之女王","Interphos","7.x 黃金的遺產 (Dawntrail)","trial","100","1","7","10.6","100","100","5","4","shallow"
"jade_stoa","翡翠之亭","The Jade Stoa","4.x 紅蓮之狂潮 (Stormblood)","trial","70","1","5","14","100","80","2","4","shallow"
"jade_stoa_extreme","翡翠之亭 (極)","The Jade Stoa (Extreme)","4.x 紅蓮之狂潮 (Stormblood)","trial","70","1","6","20.2","100","100","3","4","fair"
"jeuno_the_first_walk","朱諾：第一巡行","Jeuno: The First Walk","7.x 黃金的遺產 (Dawntrail)","alliance","100","3","37","120.3","78.4","0","12","3","fair"
"keeper_of_the_lake","湖之守護者","The Keeper of the Lake","2.x 重生之境 (A Realm Reborn)","dungeon","50","3","13","14.8","100","100","6","3","shallow"
"ktisis_hyperboreia","極北的造物機關","Ktisis Hyperboreia","6.x 曉月之終途 (Endwalker)","dungeon","88","3","10","15.3","90","90","5","3","shallow"
"kugane_castle","九古納城","Kugane Castle","4.x 紅蓮之狂潮 (Stormblood)","dungeon","70","3","10","12.1","100","100","6","3","shallow"
"kugane_ohashi","九古納大橋","Kugane Ohashi","4.x 紅蓮之狂潮 (Stormblood)","trial","70","1","5","12.2","100","100","3","3","shallow"
"labyrinth_of_the_ancients","古代迷宮","Labyrinth of the Ancients","2.x 重生之境 (A Realm Reborn)","raid","50","4","11","13.6","100","100","6","4","shallow"
"lapis_manalis","幽冥孔","Lapis Manalis","6.x 曉月之終途 (Endwalker)","dungeon","91","3","10","16.3","100","100","3","3","shallow"
"limitless_blue_extreme","蒼藍深淵殲殛戰","The Limitless Blue (Extreme)","3.x 蒼穹的禁城 (Heavensward)","trial","60","1","11","41.5","100","100","8","4","excellent"
"limitless_blue_hard","蒼藍深淵殲滅戰","The Limitless Blue (Hard)","3.x 蒼穹的禁城 (Heavensward)","trial","53","1","9","47.7","77.8","100","5","4","excellent"
"lost_city_of_amdapor","安達普爾失落之都","The Lost City of Amdapor","2.x 重生之境 (A Realm Reborn)","dungeon","50","3","10","13.2","100","100","3","3","shallow"
"lost_city_of_amdapor_hard","安達普爾失落之都 (高難度)","The Lost City of Amdapor (Hard)","3.x 蒼穹的禁城 (Heavensward)","dungeon","60","3","10","14","100","100","3","3","shallow"
"lunar_subterrane","月之地下道","The Lunar Subterrane","6.x 曉月之終途 (Endwalker)","dungeon","91","3","10","15.9","100","100","5","3","shallow"
"malikahs_well","瑪利卡之井","Malikah's Well","5.x 漆黑的反叛者 (Shadowbringers)","dungeon","73","3","10","15.8","100","90","5","3","shallow"
"matoyas_relict","瑪托雅遺跡","Matoya's Relict","5.x 漆黑的反叛者 (Shadowbringers)","dungeon","80","3","9","13","77.8","88.9","4","3","shallow"
"memoria_misera_extreme","苦痛記憶 (極)","Memoria Misera (Extreme)","5.x 漆黑的反叛者 (Shadowbringers)","trial","80","1","6","16.2","100","100","4","4","shallow"
"meso_terminal","中際終端","The Meso Terminal","7.x 黃金的遺產 (Dawntrail)","dungeon","100","1","1","33","0","100","0","3","shallow"
"minstrels_ballad_endsingers_aria","歌頌終末者討滅絕境戰","The Minstrel's Ballad: Endsinger's Aria","6.x 曉月之終途 (Endwalker)","trial","90","1","6","21.5","100","100","3","5","fair"
"minstrels_ballad_hadess_elegy","哈帝斯討滅絕境戰","The Minstrel's Ballad: Hades's Elegy","5.x 漆黑的反叛者 (Shadowbringers)","trial","80","1","6","21.2","100","100","4","5","fair"
"minstrels_ballad_hydaelyns_call","海德林歸來絕境戰","The Minstrel's Ballad: Hydaelyn's Call","6.x 曉月之終途 (Endwalker)","trial","90","1","9","23.8","100","100","4","8","fair"
"minstrels_ballad_necrons_embrace","尼克倫絕境戰","The Minstrel's Ballad: Necron's Embrace","7.x 黃金的遺產 (Dawntrail)","trial","100","1","6","16.2","100","100","3","5","shallow"
"minstrels_ballad_nidhoggs_rage","尼德霍格憤怒絕嘆殲殛戰","The Minstrel's Ballad: Nidhogg's Rage","3.x 蒼穹的禁城 (Heavensward)","trial","60","1","19","130.7","89.5","0","0","3","fair"
"minstrels_ballad_shinryus_domain","神龍領域絕境戰","The Minstrel's Ballad: Shinryu's Domain","4.x 紅蓮之狂潮 (Stormblood)","trial","70","1","6","14","100","100","3","4","shallow"
"minstrels_ballad_sphenes_burden","斯費納絕境戰","The Minstrel's Ballad: Sphene's Burden","7.x 黃金的遺產 (Dawntrail)","trial","100","1","6","15.7","100","100","4","4","shallow"
"minstrels_ballad_thordans_reign","索爾頓王統治絕嘆殲殛戰","The Minstrel's Ballad: Thordan's Reign","3.x 蒼穹的禁城 (Heavensward)","trial","60","6","6","148","100","0","0","6","fair"
"minstrels_ballad_tsukuyomis_pain","月夜見討滅絕境戰","The Minstrel's Ballad: Tsukuyomi's Pain","4.x 紅蓮之狂潮 (Stormblood)","trial","70","1","6","13.5","100","100","3","4","shallow"
"minstrels_ballad_ultimas_bane","究極神兵討滅絕境戰","The Minstrel's Ballad: Ultima's Bane","2.x 重生之境 (A Realm Reborn)","trial","50","1","6","16.8","100","100","3","4","shallow"
"minstrels_ballad_zodiarks_fall","索德雷恩討滅絕境戰","The Minstrel's Ballad: Zodiark's Fall","6.x 曉月之終途 (Endwalker)","trial","90","1","7","19.4","85.7","100","3","5","shallow"
"mistwake","霧之覺醒","Mistwake","7.x 黃金的遺產 (Dawntrail)","dungeon","100","3","12","13.4","100","100","6","3","shallow"
"mothercrystal","母水晶","The Mothercrystal","6.x 曉月之終途 (Endwalker)","trial","89","1","6","19","100","100","3","5","shallow"
"mount_ordeals","苦難之山","Mount Ordeals","6.x 曉月之終途 (Endwalker)","trial","90","1","6","16","100","100","3","5","shallow"
"mount_ordeals_extreme","苦難之山 (極)","Mount Ordeals (Extreme)","6.x 曉月之終途 (Endwalker)","trial","90","1","6","17.7","100","100","3","5","shallow"
"mt_gulg","格爾古山","Mt. Gulg","5.x 漆黑的反叛者 (Shadowbringers)","dungeon","77","3","10","13.5","100","90","6","3","shallow"
"navel","大地之臍","The Navel","2.x 重生之境 (A Realm Reborn)","trial","36","1","9","41.8","100","100","4","5","excellent"
"navel_extreme","大地之臍 (極)","The Navel (Extreme)","2.x 重生之境 (A Realm Reborn)","trial","50","1","8","19.8","100","100","4","4","shallow"
"navel_hard","大地之臍 (殲滅戰)","The Navel (Hard)","2.x 重生之境 (A Realm Reborn)","trial","50","3","14","47.1","100","28.6","4","3","fair"
"neverreap","永不收割之原","Neverreap","3.x 蒼穹的禁城 (Heavensward)","dungeon","60","3","8","12.5","100","100","4","3","shallow"
"omega_protocol_ultimate","歐米茄絕境驗證戰","The Omega Protocol (Ultimate)","6.x 曉月之終途 (Endwalker)","ultimate","90","5","27","38.9","92.6","100","5","6","good"
"orbonne_monastery","歐爾本修道院","The Orbonne Monastery","4.x 紅蓮之狂潮 (Stormblood)","raid","70","4","12","12.8","100","100","6","4","shallow"
"origenics","歐里傑尼克斯","Origenics","7.x 黃金的遺產 (Dawntrail)","dungeon","96","3","20","29.8","100","100","7","3","fair"
"paglthan","帕格爾安","Paglth'an","5.x 漆黑的反叛者 (Shadowbringers)","dungeon","80","3","10","12.1","100","90","5","3","shallow"
"pharos_sirius","天狼星燈塔","Pharos Sirius","2.x 重生之境 (A Realm Reborn)","dungeon","50","5","18","66.4","83.3","22.2","4","5","fair"
"pharos_sirius_hard","天狼星燈塔（零式）","Pharos Sirius (Hard)","3.x 蒼穹的禁城 (Heavensward)","dungeon","60","3","8","43.9","100","87.5","5","3","excellent"
"pool_of_tribute","貢物之池","The Pool of Tribute","4.x 紅蓮之狂潮 (Stormblood)","trial","67","1","5","19.8","100","80","2","4","shallow"
"pool_of_tribute_extreme","貢物之池 (極)","The Pool of Tribute (Extreme)","4.x 紅蓮之狂潮 (Stormblood)","trial","70","1","6","16.3","83.3","100","3","4","shallow"
"porta_decumana","邊緣禁區","Porta Decumana","2.x 重生之境 (A Realm Reborn)","trial","50","1","6","17.8","100","100","3","5","shallow"
"praetorium","帝國禁區","The Praetorium","2.x 重生之境 (A Realm Reborn)","trial","50","3","19","85.3","89.5","0","4","3","fair"
"puppets_bunker","傀儡碉堡","The Puppets' Bunker","5.x 漆黑的反叛者 (Shadowbringers)","raid","80","3","9","14.1","100","88.9","3","3","shallow"
"qitana_ravel","奇坦那神影洞","The Qitana Ravel","5.x 漆黑的反叛者 (Shadowbringers)","dungeon","75","3","10","18.9","100","90","5","3","shallow"
"recollection","永恆女王殲滅戰","Recollection","7.x 黃金的遺產 (Dawntrail)","trial","100","1","19","35.5","94.7","100","8","6","good"
"recollection_extreme","永恆女王憶想殲殛戰","Recollection (Extreme)","7.x 黃金的遺產 (Dawntrail)","trial","100","1","28","48.5","100","100","11","7","excellent"
"ridorana_lighthouse","里多拉納燈塔","The Ridorana Lighthouse","4.x 紅蓮之狂潮 (Stormblood)","raid","70","4","12","11.2","100","100","7","4","shallow"
"royal_city_of_rabanastre","拉巴納斯塔王都","The Royal City of Rabanastre","4.x 紅蓮之狂潮 (Stormblood)","alliance","70","4","17","24.8","94.1","88.2","10","4","fair"
"royal_menagerie","皇家動物園","The Royal Menagerie","4.x 紅蓮之狂潮 (Stormblood)","trial","70","1","6","15","83.3","100","2","4","shallow"
"saint_mociannes_arboretum","聖莫西安植物園","Saint Mocianne's Arboretum","3.x 蒼穹的禁城 (Heavensward)","dungeon","60","3","9","35.1","100","100","4","3","good"
"saint_mociannes_arboretum_hard","聖莫西安植物園（零式）","Saint Mocianne's Arboretum (Hard)","4.x 紅蓮之狂潮 (Stormblood)","dungeon","70","3","19","28.9","100","89.5","6","3","fair"
"san_doria_the_second_walk","桑多利亞：第二巡行","San d'Oria: The Second Walk","7.x 黃金的遺產 (Dawntrail)","alliance","100","4","51","125.5","84.3","0","9","4","fair"
"sastasha","天然要害沙斯塔夏溶洞","Sastasha","2.x 重生之境 (A Realm Reborn)","dungeon","18","1","3","21.7","66.7","100","5","3","shallow"
"sastasha_hard","薩斯塔夏溶洞（零式）","Sastasha (Hard)","2.x 重生之境 (A Realm Reborn)","dungeon","50","3","9","36.1","100","100","8","3","good"
"seat_of_sacrifice","犧牲之座","The Seat of Sacrifice","5.x 漆黑的反叛者 (Shadowbringers)","trial","80","1","5","14.4","100","100","2","4","shallow"
"seat_of_sacrifice_extreme","犧牲之座 (極)","The Seat of Sacrifice (Extreme)","5.x 漆黑的反叛者 (Shadowbringers)","trial","80","1","5","17","100","100","2","5","shallow"
"second_coil_of_bahamut_-_turn_1","巴哈姆特大迷宮 侵略之章1","The Second Coil of Bahamut - Turn 1","2.x 重生之境 (A Realm Reborn)","raid","50","1","8","34","100","0","0","3","fair"
"second_coil_of_bahamut_-_turn_2","巴哈姆特大迷宮 侵略之章2","The Second Coil of Bahamut - Turn 2","2.x 重生之境 (A Realm Reborn)","raid","50","1","8","45.1","100","0","0","3","fair"
"second_coil_of_bahamut_-_turn_3","巴哈姆特古樂章 第 3 層","The Second Coil of Bahamut - Turn 3","2.x 重生之境 (A Realm Reborn)","raid","50","1","5","12.2","100","100","2","4","shallow"
"second_coil_of_bahamut_-_turn_4","巴哈姆特大迷宮 侵略之章4","The Second Coil of Bahamut - Turn 4","2.x 重生之境 (A Realm Reborn)","raid","50","1","8","34","100","0","0","3","fair"
"second_coil_of_bahamut_savage_-_turn_1","巴哈姆特大迷宮 侵略之章1 (零式)","The Second Coil of Bahamut - Turn 1","2.x 重生之境 (A Realm Reborn)","raid","50","1","8","34","100","0","0","3","fair"
"second_coil_of_bahamut_savage_-_turn_2","巴哈姆特大迷宮 侵略之章2 (零式)","The Second Coil of Bahamut - Turn 2","2.x 重生之境 (A Realm Reborn)","raid","50","1","8","45.1","100","0","0","3","fair"
"second_coil_of_bahamut_savage_-_turn_3","巴哈姆特古樂章零式 第 3 層","The Second Coil of Bahamut (Savage) - Turn 3","2.x 重生之境 (A Realm Reborn)","raid","50","1","5","16.8","80","100","3","3","shallow"
"second_coil_of_bahamut_savage_-_turn_4","巴哈姆特大迷宮 侵略之章4 (零式)","The Second Coil of Bahamut - Turn 4","2.x 重生之境 (A Realm Reborn)","raid","50","1","8","34","100","0","0","3","fair"
"shisui_of_the_violet_tides","紫水宮","Shisui of the Violet Tides","4.x 紅蓮之狂潮 (Stormblood)","dungeon","63","3","13","71.2","100","100","9","4","excellent"
"sigmascape_v10","歐米茄秘境 西格瑪區","Sigmascape V1.0","4.x 紅蓮之狂潮 (Stormblood)","raid","70","1","5","19","100","100","1","5","shallow"
"sigmascape_v10_savage","歐米茄秘境 西格瑪區零式1","Sigmascape V1.0 (Savage)","4.x 紅蓮之狂潮 (Stormblood)","raid","70","1","7","55.9","100","100","2","8","good"
"sigmascape_v20","歐米茄秘境 西格瑪區 二層","Sigmascape V2.0","4.x 紅蓮之狂潮 (Stormblood)","raid","70","1","5","28.8","100","100","2","5","fair"
"sigmascape_v20_savage","歐米茄秘境 西格瑪區零式2","Sigmascape V2.0 (Savage)","4.x 紅蓮之狂潮 (Stormblood)","raid","70","1","5","61.8","100","100","2","7","fair"
"sigmascape_v30","歐米茄秘境 西格瑪區 三層","Sigmascape V3.0","4.x 紅蓮之狂潮 (Stormblood)","raid","70","1","5","21.4","100","100","2","5","fair"
"sigmascape_v30_savage","歐米茄秘境 西格瑪區零式3","Sigmascape V3.0 (Savage)","4.x 紅蓮之狂潮 (Stormblood)","raid","70","1","9","34.8","100","100","3","8","good"
"sigmascape_v40","歐米茄秘境 西格瑪區 四層","Sigmascape V4.0","4.x 紅蓮之狂潮 (Stormblood)","raid","70","2","7","21.9","100","100","3","7","fair"
"sigmascape_v40_savage","歐米茄秘境 西格瑪區零式4","Sigmascape V4.0 (Savage)","4.x 紅蓮之狂潮 (Stormblood)","raid","70","2","9","39.8","100","100","4","9","good"
"singularity_reactor","奇點反應爐","The Singularity Reactor","3.x 蒼穹的禁城 (Heavensward)","trial","60","1","13","138","38.5","0","1","3","shallow"
"sirensong_sea","海妖之歌","The Sirensong Sea","4.x 紅蓮之狂潮 (Stormblood)","dungeon","61","3","12","21.2","100","100","3","3","fair"
"skydeep_cenote","天淵深穴","The Skydeep Cenote","7.x 黃金的遺產 (Dawntrail)","dungeon","96","3","22","111","68.2","0","5","3","fair"
"smileton","微笑小鎮","Smileton","6.x 曉月之終途 (Endwalker)","dungeon","87","3","10","15.4","90","100","5","3","shallow"
"snowcloak","雪斗篷","Snowcloak","2.x 重生之境 (A Realm Reborn)","dungeon","50","3","13","84.5","92.3","0","2","3","fair"
"sohm_al","索姆阿爾大山","Sohm Al","3.x 蒼穹的禁城 (Heavensward)","dungeon","53","3","14","32.1","100","100","8","3","good"
"sohm_al_hard","蘇姆艾爾大山 (困難)","Sohm Al (Hard)","3.x 蒼穹的禁城 (Heavensward)","dungeon","60","3","17","87.4","76.5","0","2","3","fair"
"sohr_khai","索爾凱","Sohr Khai","3.x 蒼穹的禁城 (Heavensward)","dungeon","60","3","15","85.3","100","0","2","3","fair"
"special_event_i","特別活動 I","Special Event I","4.x 紅蓮之狂潮 (Stormblood)","trial","70","1","1","65","0","100","0","3","shallow"
"special_event_ii","特別活動 II","Special Event II","5.x 漆黑的反叛者 (Shadowbringers)","trial","80","1","1","65","0","100","0","3","shallow"
"stigma_dreamscape","斯帝格瑪夢境","The Stigma Dreamscape","6.x 曉月之終途 (Endwalker)","dungeon","90","3","10","14.7","100","100","6","3","shallow"
"stone_vigil","石之家","The Stone Vigil","2.x 重生之境 (A Realm Reborn)","dungeon","44","3","10","75.7","90","0","1","3","fair"
"stone_vigil_hard","石之家 (困難)","The Stone Vigil (Hard)","2.x 重生之境 (A Realm Reborn)","dungeon","50","3","7","40.7","100","28.6","3","3","fair"
